id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link
6957,6/16/15,,NA,United States,US,Pennsylvania,20978,Johnstown,0.59899,Above road,40.3315,-78.9253,"(40.331499999999998, -78.925299999999993)",Landslide,Landslide,Small,Continuous rain,,0,0,Fox 8 WWCP,http://www.fox8tv.com/News/NewsDetails.asp?NewsID=17617
6958,6/15/15,20:30,NA,United States,US,Pennsylvania,1233,Milford,6.74021,Unknown,40.5606,-75.1735,"(40.560600000000001, -75.173500000000004)",Landslide,Mudslide,Small,Flooding,,0,0,The Intelligence,http://www.theintell.com/news/local/mudslide-closes-river-road-in-nockamixon/article_99d8fdc0-f2f8-54af-b672-817db4cace72.html
6960,6/10/15,,NA,United States,US,Alabama,23330,Northport,7.27361,Below road,33.2907,-87.5506,"(33.290700000000001, -87.550600000000003)",Landslide,Landslide,Medium,Continuous rain,,0,0,Fox 6 WRBC,http://www.myfoxal.com/story/29300583/landslide-causes-tuscaloosa-county-road-to-wash-away
6986,6/13/15,13:00,SA,Colombia,CO,Cauca,1972,Jambaló,8.81287,Above road,2.8696,-76.3034,"(2.8696000000000002, -76.303399999999996)",Landslide,Landslide,Medium,Rain,,0,0,RSOE EDIS,http://hisz.rsoe.hu/alertmap/site/index.php?pageid=event_desc&edis_id=LS%20-20150613-48641-COL
6987,6/23/15,21:00,NA,United States,US,Pennsylvania,1569,Oakland,2.35897,Above river,40.9822,-80.3433,"(40.982199999999999, -80.343299999999999)",Landslide,Landslide,Medium,Unknown,,0,0,New Castle News,http://www.ncnewsonline.com/news/landslide-causes-big-run-flooding/article_59ff3768-1a15-11e5-9bce-5b2a707c8571.html
6991,6/5/15,12:00,NA,United States,US,Arizona,7247,Page,3.587,Above road,36.9346,-111.4876,"(36.934600000000003, -111.4876)",Landslide,Mudslide,Small,Downpour,,0,0,AZ Daily Sun,http://azdailysun.com/news/local/mudslide-restricts-travel-on/image_244e5be8-49f0-56f6-b0db-dca46ddcc458.html
6994,4/29/15,,NA,United States,US,Colorado,12088,Steamboat Springs,0.83297,Natural slope,40.4802,-106.8393,"(40.480200000000004, -106.83929999999999)",Landslide,Landslide,Medium,Continuous rain,,0,0,Steamboat Today,http://www.steamboattoday.com/news/2015/jun/12/city-has-plan-start-fixing-howelsen-hill-after-lan/
6999,6/3/15,Afternoon,NA,Costa Rica,CR,Alajuela,7014,Atenas,6.80061,Above road,9.9451,-84.3678,"(9.9451000000000001, -84.367800000000003)",Landslide,Rockfall,Medium,Downpour,,0,0,Tico Times,http://www.ticotimes.net/2015/06/05/travel-alert-passage-route-27-reopens
7008,6/27/15,,NA,United States,US,New Mexico,1021,Cimarron,10.23698,Above road,36.5499,-104.8122,"(36.549900000000001, -104.8122)",Landslide,Rockslide,Medium,Unknown,,0,0,KOB 4,http://www.kob.com/article/stories/S3837621.shtml
7009,6/27/15,,NA,United States,US,Pennsylvania,1320,West Conshohocken,0.98504,Above road,40.0707,-75.3278,"(40.070700000000002, -75.327799999999996)",Landslide,Mudslide,Small,Downpour,,0,0,NBC Philadelphia,http://www.nbcphiladelphia.com/news/local/Heavy-Rain-Causes-Flooding-Mudslide-in-Montgomery-County-310270161.html
7017,6/2/15,7:30,NA,United States,US,New Jersey,146199,Paterson,0.67691,Natural slope,40.9213,-74.1772,"(40.921300000000002, -74.177199999999999)",Landslide,Rockfall,Small,Downpour,,0,0,North Jersey,http://www.northjersey.com/news/boulders-crash-down-in-small-paterson-landslide-no-injuries-reported-1.1347044
7019,5/30/15,Afternoon,NA,United States,US,Utah,112488,Provo,2.90388,Natural slope,40.2506,-111.6324,"(40.250599999999999, -111.6324)",Landslide,Landslide,Small,Continuous rain,,0,0,KSL,https://www.ksl.com/?sid=34871353
7024,5/31/15,evening,NA,United States,US,Pennsylvania,6025,New Brighton,1.00035,,40.7217,-80.3132,"(40.721699999999998, -80.313199999999995)",Landslide,Mudslide,Small,Downpour,,0,0,Weather.com,http://www.weather.com/safety/thunderstorms/news/northeast-east-coast-thunderstorms-flooding-impacts
7025,5/29/15,,NA,United States,US,Oklahoma,39223,Muskogee,12.21464,Natural slope,35.6601,-95.2882,"(35.6601, -95.288200000000003)",Landslide,Mudslide,Small,Downpour,,0,0,Muskogee Phoenix,http://www.muskogeephoenix.com/news/local_news/mudslide-traps-woman-at-home/article_eec1e4f0-5355-58fa-8d81-993d17a08f87.html
7030,6/24/15,,NA,United States,US,Wyoming,3009,Thermopolis,16.58878,Above road,43.5009,-108.164,"(43.500900000000001, -108.164)",Landslide,Landslide,Medium,Downpour,,0,0,The Landslide Blog (AGU),http://blogs.agu.org/landslideblog/2015/05/27/wind-river-canyon-1/
7042,,Morning,NA,United States,US,Kansas,857,Oregon,14.54524,Above road,39.9892,-95.3153,"(39.989199999999997, -95.315299999999993)",Landslide,Mudslide,Small,Downpour,,0,0,KSNT,http://ksnt.com/2015/05/26/update-flooded-roadways/
7046,5/23/15,,NA,United States,US,Oklahoma,1114,Talihina,33.62663,Unknown,34.5208,-95.2859,"(34.520800000000001, -95.285899999999998)",Landslide,Landslide,Small,Flooding,,0,0,News9,http://www.news9.com/story/29142048/landslide-causes-road-closure-in-pushmataha-county
7047,5/11/15,,NA,United States,US,Colorado,18867,Golden,2.66154,Natural slope,39.779,-105.2274,"(39.779000000000003, -105.2274)",Landslide,Mudslide,Small,Continuous rain,,0,0,ABC7,http://www.thedenverchannel.com/news/local-news/mudslide-oozes-into-backyard-of-golden-home
7048,5/21/15,,NA,United States,US,Colorado,416427,Colorado Springs,2.193,Urban area,38.8327,-104.8466,"(38.832700000000003, -104.8466)",Landslide,Mudslide,Medium,Continuous rain,,0,0,KKTV 11 News,http://www.kktv.com/home/headlines/Saturated-Ground-Causes-Chaos-At-Mobile-Home-Park-304700651.html
7049,5/20/15,,NA,United States,US,Wyoming,1271,West Yellowstone,48.56269,Natural slope,44.7184,-110.4966,"(44.718400000000003, -110.4966)",Landslide,Rockfall,Small,Downpour,,0,0,Billings Gazette,http://billingsgazette.com/lifestyles/recreation/mudslide-closes-yellowstone-park-trail/article_926217d4-2505-511b-93fc-5933c82a3f29.html
7051,5/19/15,,NA,United States,US,Colorado,3546,Lincoln Park,15.35824,Unknown,38.2967,-105.2706,"(38.296700000000001, -105.2706)",Landslide,Mudslide,Small,Continuous rain,,0,0,Wet Mountain Tribune,http://www.wetmountaintribune.com/home.asp?i=861&p=2
7052,5/19/15,,NA,United States,US,Colorado,3582,Penrose,15.46134,Above road,38.5514,-105.0973,"(38.551400000000001, -105.0973)",Landslide,Landslide,Medium,Continuous rain,,0,0,Fox 21 News,http://fox21news.com/2015/05/21/rock-slide-and-wash-out-responsible-for-phantom-canyon-road-closure/
7053,5/19/15,,NA,United States,US,Colorado,3582,Penrose,15.49683,Below road,38.5526,-105.0948,"(38.552599999999998, -105.09480000000001)",Landslide,Landslide,Medium,Continuous rain,,0,0,Fox 21 News,http://fox21news.com/2015/05/21/rock-slide-and-wash-out-responsible-for-phantom-canyon-road-closure/
7054,5/20/15,,NA,United States,US,Kentucky,2139,Whitesburg,2.84945,Above road,37.123,-82.7953,"(37.122999999999998, -82.795299999999997)",Landslide,Landslide,Small,Unknown,,0,0,Lex18,http://www.lex18.com/story/29116446/family-home-threatened-after-letcher-county-landslide
7055,5/19/15,,NA,Canada,CA,Ontario,22625,Owen Sound,1.84109,Natural slope,44.5687,-80.9204,"(44.5687, -80.920400000000001)",Landslide,Mudslide,Small,Unknown,,0,0,Bay Shore Broadcasting,http://www.bayshorebroadcasting.ca/news_item.php?NewsID=75091
7056,5/17/15,,NA,Mexico,MX,Baja California,1173,La Esperanza [Granjas Familiares],6.46156,Urban area,32.5196,-117.0898,"(32.519599999999997, -117.0898)",Landslide,Landslide,Medium,Rain,,0,0,,
7060,5/13/15,,NA,United States,US,Colorado,6680,Air Force Academy,8.38116,Natural slope,38.9218,-104.8365,"(38.921799999999998, -104.8365)",Landslide,Landslide,Small,Continuous rain,,0,0,KKTV 11,http://www.kktv.com/home/headlines/Homeowners-React-After-Landslide-in-Rockrimmon-303684561.html
7064,5/10/15,,NA,United States,US,Arkansas,1012,Coal Hill,7.09417,Above road,35.5008,-93.6821,"(35.500799999999998, -93.682100000000005)",Landslide,Landslide,Small,Downpour,,0,0,5 News,http://5newsonline.com/2015/05/10/i-40-lane-closed-due-to-landslide-in-johnson-county/
7065,5/9/15,12:20,NA,United States,US,Pennsylvania,3744,Millvale,2.96684,Natural slope,40.4849,-80.0128,"(40.484900000000003, -80.012799999999999)",Landslide,Landslide,Small,Unknown,,0,0,TribLive,http://triblive.com/news/adminpage/8338961-74/story#axzz3elaDGXcJ
7078,7/2/15,,NA,United States,US,Colorado,2617,Buena Vista,15.55972,Above road,38.7809,-106.2922,"(38.780900000000003, -106.29219999999999)",Landslide,Mudslide,Medium,Unknown,,0,0,FOX 21,http://fox21news.com/2015/07/03/chaffee-county-campground-evacuated-after-mudslide/
7080,,13:00,NA,United States,US,Ohio,4113,Chagrin Falls,0.71363,Unknown,41.4312,-81.392,"(41.431199999999997, -81.391999999999996)",Landslide,Landslide,Small,Unknown,,0,0,Cleveland,http://www.cleveland.com/chagrin-falls/index.ssf/2015/07/landslide_closes_bridge_and_wa.html
7082,7/3/15,,NA,United States,US,Colorado,637,Silverton,3.25081,Above road,37.7827,-107.6666,"(37.782699999999998, -107.6666)",Landslide,Landslide,Small,Unknown,,0,0,The Durango Herald,http://www.durangoherald.com/article/20150705/NEWS01/150709799/Rock-slide-leads-to-delays-Friday-
7085,6/30/15,,NA,United States,US,Kentucky,2304,Rising Sun,1.04697,Natural slope,38.9424,-84.8459,"(38.942399999999999, -84.8459)",Landslide,Landslide,Small,Downpour,,0,0,Cincinatti,http://www.cincinnati.com/story/news/local/northern-ky/2015/07/06/rabbit-hash-seeks-gofundme-due-landslide-damage/29767897/
7114,7/8/15,Evening,NA,United States,US,Colorado,1293,Loma,7.43165,Above road,39.2233,-108.8895,"(39.223300000000002, -108.8895)",Landslide,Mudslide,Small,Continuous rain,,0,0,KJCT8,http://www.kjct8.com/home/headlines/Eastbound-I-70-closed-at-Loma-due-to-Mudslide-312332341.html
7115,7/7/15,,NA,United States,US,West Virginia,2676,Burlington,2.92655,Natural slope,38.384,-82.5201,"(38.384, -82.520099999999999)",Landslide,Creep,Small,Continuous rain,,0,0,WSAZ3,http://www.wsaz.com/home/headlines/Mudslide-in-Wayne-County-Concerns-Neighbors-312279491.html
7120,4/27/15,,NA,United States,US,Kentucky,4456,Hazard,2.49307,Above road,37.2685,-83.2082,"(37.268500000000003, -83.208200000000005)",Landslide,Landslide,Small,Unknown,,0,0,WYMT TV,http://www.wkyt.com/wymt/home/headlines/Perry-County-road-shut-down-due-to-slide-301405551.html
7122,4/23/15,,NA,United States,US,Kentucky,2139,Whitesburg,0.0552,Natural slope,37.1184,-82.8262,"(37.118400000000001, -82.8262)",Landslide,Mudslide,Small,Downpour,,0,0,Lex18,http://www.lex18.com/story/28901100/severe-weather-causes-damage-around-kentucky-including-mudslides
7124,4/20/15,,NA,United States,US,New York,8195,Delmar,2.22929,Above river,42.6404,-73.8216,"(42.6404, -73.821600000000004)",Landslide,Landslide,Medium,Construction,,0,0,FOX23,http://fox23news.com/2015/04/22/officials-investigate-cause-of-normans-kill-landslide/
7128,4/20/15,,NA,United States,US,Kentucky,3255,Prestonsburg,11.00729,Above road,37.6041,-82.6886,"(37.604100000000003, -82.688599999999994)",Landslide,Mudslide,Small,Unknown,,0,0,WYMT,http://www.wkyt.com/wymt/home/headlines/Mudslide-has-US-23-partially-blocked-in-Floyd-County-300692151.html
7129,4/20/15,,NA,United States,US,Mississippi,9486,D'Iberville,0.98037,Above river,30.4273,-88.8807,"(30.427299999999999, -88.880700000000004)",Landslide,landslide,Small,Continuous rain,,0,0,WXXV25,http://www.wxxv25.com/news/local/story/Landslide-In-Biloxi/3tJErH3uVUG8-9fsT9c0-Q.cspx
7130,4/19/15,,NA,United States,US,Pennsylvania,2633,West Newton,6.55886,Above road,40.1548,-79.7389,"(40.154800000000002, -79.738900000000001)",Landslide,Landslide,Medium,Unknown,,0,0,Triblive,http://triblive.com/news/westmoreland/8179083-74/road-route-officials#axzz3fUndzuS8
7132,4/17/15,,NA,United States,US,Maryland,5439,Keyser,3.89837,Above road,39.4631,-79.009,"(39.463099999999997, -79.009)",Landslide,Landslide,Small,Downpour,,0,0,your4state,http://www.your4state.com/story/d/story/route-135-closes-due-to-landslide-unsafe-amounts-o/16136/GnjJ-FdFFUma-bR59wVnzQ
7135,4/18/15,,NA,United States,US,West Virginia,13450,South Charleston,3.94457,Above road,38.3986,-81.7234,"(38.398600000000002, -81.723399999999998)",Landslide,Mudslide,Small,Unknown,,0,0,Wowktv,http://www.wowktv.com/story/28838784/mudslide-closes-road-in-charleston-wv
7136,4/17/15,,NA,United States,US,Pennsylvania,1746,Cheswick,0.91573,Below road,40.5453,-79.809,"(40.545299999999997, -79.808999999999997)",Landslide,Landslide,Small,Unknown,,0,0,wxpi,http://www.wpxi.com/news/news/local/landslide-threatens-cut-harmar-twp-neighborhood/nkxJF/
7137,4/17/15,17:00,NA,Canada,CA,Nova Scotia,2052,Digby,11.62624,Below road,44.5644,-65.6362,"(44.564399999999999, -65.636200000000002)",Landslide,,,Unknown,,0,0,The Digby County Courier,http://www.digbycourier.ca/News/Local/2015-04-17/article-4115847/Bear-River-landslide-has-closed-River-Road-completely/1
7142,7/7/15,overnight,NA,United States,US,Colorado,2325,Telluride,9.99621,Deforested slope,37.8514,-107.7791,"(37.851399999999998, -107.7791)",Landslide,Landslide,Medium,Continuous rain,,0,0,The Denver Post,http://www.denverpost.com/news/ci_28451471/colorado-mountain-pass-near-silverton-closed-by-large
7143,4/14/15,Night,NA,United States,US,Kentucky,6903,Pikeville,8.67856,Above road,37.4038,-82.4931,"(37.403799999999997, -82.493099999999998)",Landslide,Mudslide,Medium,Downpour,,0,0,WBKO,http://www.wbko.com/news/headlines/Mudslide-in-Eastern-Kentucky-Destroys-2-homes-Blocks-Road-300079871.html
7144,4/14/15,Afternoon,NA,United States,US,Kentucky,3255,Prestonsburg,9.99553,Natural slope,37.5761,-82.7592,"(37.576099999999997, -82.759200000000007)",Landslide,Landslide,Small,Downpour,,0,0,Lex18,http://www.lex18.com/story/28826505/family-forced-from-home-by-mudslide
7145,4/14/15,,NA,United States,US,Kentucky,31364,Richmond,11.13705,Above road,37.8061,-84.3976,"(37.806100000000001, -84.397599999999997)",Landslide,Mudslide,Small,Downpour,,0,0,The Richmond Register,http://www.richmondregister.com/news/local_news/tates-creek-road-reopened-after-mudslide-cleared/article_56c11904-e4b4-11e4-910a-1ba833abcd23.html
7146,4/14/15,,NA,United States,US,Kentucky,5245,Williamsburg,9.77108,Above road,36.6878,-84.2444,"(36.687800000000003, -84.244399999999999)",Landslide,Landslide,Small,Downpour,,0,0,WKYT,http://www.wkyt.com/home/headlines/Ky-EMA-With-more-rain-in-forecast-brace-for-more-mudslides-300132701.html
7147,4/14/15,,NA,United States,US,Kentucky,486,Frenchburg,14.80972,Above road,37.9951,-83.4667,"(37.995100000000001, -83.466700000000003)",Landslide,Rockfall,Small,Downpour,,0,0,WKYT,http://www.wkyt.com/home/headlines/Ky-EMA-With-more-rain-in-forecast-brace-for-more-mudslides-300132701.html
7149,4/14/15,9:00,NA,United States,US,Kentucky,3255,Prestonsburg,12.65382,Above road,37.5986,-82.8875,"(37.598599999999998, -82.887500000000003)",Landslide,Mudslide,Medium,Downpour,,0,0,WYMT,http://www.wkyt.com/wymt/home/headlines/Official-Hollow-Deals-with-Mudslide-299797661.html
7150,4/14/15,,NA,United States,US,Kentucky,4456,Hazard,4.39348,Above road,37.2859,-83.2128,"(37.285899999999998, -83.212800000000001)",Landslide,Mudslide,Small,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-closes-a-Perry-County-road-299769281.html
7151,4/11/15,8:30,NA,United States,US,West Virginia,1860,Saint Marys,7.15698,Above road,39.4396,-81.1495,"(39.439599999999999, -81.149500000000003)",Landslide,Landslide,Small,Continuous rain,,0,0,The News Center,http://www.thenewscenter.tv/home/headlines/Landslide-on-Route-2--299443771.html
7152,4/10/15,,NA,United States,US,Ohio,1526,Glendale,3.55282,Natural slope,39.9582,-80.7942,"(39.958199999999998, -80.794200000000004)",Landslide,Landslide,Medium,Continuous rain,,0,0,WTOV,http://www.wtov9.com/shared/news/features/belmont-county/stories/wtov_landslide-wegee-road-1003.shtml
7153,4/10/15,,NA,United States,US,West Virginia,1482,Brilliant,4.71099,Above road,40.2278,-80.6534,"(40.227800000000002, -80.653400000000005)",Landslide,Landslide,Small,Continuous rain,,0,0,WTOV9,http://www.wtov9.com/shared/news/features/brooke-county/stories/wtov_landslide-covers-wv2-535.shtml
7154,4/10/15,,NA,United States,US,West Virginia,13175,Teays Valley,3.37673,Above road,38.4803,-81.9246,"(38.4803, -81.924599999999998)",Landslide,Landslide,Small,Continuous rain,,0,0,WSAZ3,http://www.wsaz.com/home/headlines/Dozens-of-Land-Slides-Keep-WV-DOT-Busy-299385441.html
7162,7/12/15,,NA,United States,US,Pennsylvania,6303,Oakmont,1.28701,Above road,40.5147,-79.8543,"(40.514699999999998, -79.854299999999995)",Landslide,Rockfall,Small,Unknown,,1,0,TribLive,http://triblive.com/news/adminpage/8725730-74/police-state-condition#axzz3fmQaWVQV
7163,7/8/15,Afternoon,NA,United States,US,New Mexico,1770,Questa,14.70736,Above road,36.7069,-105.4304,"(36.706899999999997, -105.43040000000001)",Landslide,Mudslide,Medium,Continuous rain,,0,0,KOB4,http://www.kob.com/article/stories/s3848096.shtml#.VaPIT_lVhBc
7165,,12:15,NA,United States,US,Indiana,2085,Rockport,8.43158,Above road,39.869,-87.1816,"(39.869, -87.181600000000003)",Landslide,Landslide,Small,Rain,,0,0,WTHITV10,http://wthitv.com/2015/04/09/parke-county-sheriffs-office-reported-mudslide-on-u-s-41-thursday-afternoon/
7179,7/6/15,,NA,Costa Rica,CR,San José,1355,Ángeles,9.53611,Above road,10.0678,-84.0033,"(10.0678, -84.003299999999996)",Landslide,Landslide,Small,Downpour,,0,0,The Tico Times,http://www.ticotimes.net/2015/07/06/travel-alert-two-landslides-close-passage-route-32-caribbean
7180,7/6/15,,NA,Costa Rica,CR,San José,0,Dulce Nombre de Jesus,3.71407,Above road,10.1495,-83.9436,"(10.1495, -83.943600000000004)",Landslide,Landslide,Small,Downpour,,0,0,The Tico Times,http://www.ticotimes.net/2015/07/06/travel-alert-two-landslides-close-passage-route-32-caribbean
7181,4/3/15,,NA,United States,US,Kentucky,6903,Pikeville,6.27087,Other,37.4264,-82.4939,"(37.426400000000001, -82.493899999999996)",Landslide,Mudslide,Small,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-destroys-Pike-County-church-298642281.html
7182,4/3/15,Night,NA,United States,US,West Virginia,1358,Lesage,0.02568,Above road,38.5063,-82.2986,"(38.506300000000003, -82.298599999999993)",Landslide,Mudslide,Small,Downpour,,0,0,WSAZ3,http://www.wsaz.com/home/headlines/Mudslide-Affecting-Part-of-WVa-2-in-Cabell-County-298648271.html
7183,4/3/15,Morning,NA,United States,US,Kentucky,3255,Prestonsburg,3.12273,Above road,37.6824,-82.7776,"(37.682400000000001, -82.777600000000007)",Landslide,Mudslide,Small,Downpour,,0,0,WKYT,http://www.wkyt.com/wymt/home/headlines/Mud-slides-in-Floyd-County-cause-road-closures-298616371.html
7187,4/2/15,,NA,United States,US,Ohio,565,Peninsula,4.27554,Above river,41.215,-81.59,"(41.215000000000003, -81.59)",Landslide,Riverbank collapse,Small,Unknown,,0,0,ABC5,http://www.newsnet5.com/news/local-news/oh-summit/landslide-causes-road-closure-in-boston-and-richfield-townships
7193,7/13/15,,NA,United States,US,West Virginia,994,Sutton,18.39748,Above road,38.499,-80.7205,"(38.499000000000002, -80.720500000000001)",Landslide,Landslide,Small,Continuous rain,,0,0,WOWKTV,http://www.wowktv.com/story/29536125/landslide-closes-section-of-wv-82-in-nicholas-county
7197,7/12/15,13:00,NA,United States,US,West Virginia,1036,Bethany,1.55911,Above road,40.21,-80.5741,"(40.21, -80.574100000000001)",Landslide,Landslide,Small,Continuous rain,,0,0,WTOV9,http://www.wtov9.com/shared/news/features/top-stories/stories/wtov_rock-slide-shuts-down-roadway-9582.shtml
7199,7/14/15,2:00,NA,United States,US,Ohio,1551,Oak Hill,10.37446,Above road,38.9643,-82.4948,"(38.964300000000001, -82.494799999999998)",Landslide,Mudslide,Small,Downpour,,0,0,Chillicothe Gazette,http://www.chillicothegazette.com/story/news/local/2015/07/14/crews-work-fix-damage-overnight-storm/30126321/
7200,7/14/15,,NA,United States,US,Tennessee,6097,Erwin,7.88881,Above road,36.2032,-82.4673,"(36.203200000000002, -82.467299999999994)",Landslide,Landslide,Small,Continuous rain,,0,0,Johnson City Press,http://www.johnsoncitypress.com/article/127934/rockslide-closes-highway-81s-north-of-erwin-bridge-out-in-flag-pond
7201,7/14/15,,NA,United States,US,West Virginia,1227,Clendenin,0.17162,Above road,38.4875,-81.3494,"(38.487499999999997, -81.349400000000003)",Landslide,Mudslide,Small,Continuous rain,,0,0,The State Journal,http://www.statejournal.com/story/29555126/west-virginia-division-of-homeland-security-and-emergency-management-joins-with-the-federal-emergency-management-agency-to-assess-july-12-14-severe
7216,7/13/15,,NA,United States,US,West Virginia,1009,Webster Springs,9.96486,Above road,38.5653,-80.4459,"(38.565300000000001, -80.445899999999995)",Landslide,Landslide,Small,Downpour,,0,0,WBOY12,http://www.wboy.com/story/29555591/landslide-in-diana-on-route-15-and-route-20
7217,7/13/15,,NA,United States,US,West Virginia,1009,Webster Springs,0.16161,Above road,38.4807,-80.4138,"(38.480699999999999, -80.413799999999995)",Landslide,Landslide,Small,downpour,,0,0,WBOY12,http://www.wboy.com/story/29555591/landslide-in-diana-on-route-15-and-route-20
7218,7/11/15,overnight,NA,United States,US,Missouri,17916,Hannibal,2.42844,Below road,39.7281,-91.3708,"(39.728099999999998, -91.370800000000003)",Landslide,Landslide,Small,Continuous rain,,0,0,Hannibal Courier-Post,http://www.hannibal.net/article/20150715/NEWS/150719381/?Start=1
7219,7/14/15,,NA,United States,US,Kentucky,6903,Pikeville,10.52676,Above road,37.4078,-82.4405,"(37.407800000000002, -82.4405)",Landslide,Landslide,Small,Continuous rain,,0,0,WYMT TV,http://www.wkyt.com/wymt/home/headlines/Massive-rockslide-in-Pike-County-closes-Highway-460-316050341.html
7228,7/19/15,,NA,United States,US,California,57065,La Mesa,4.97056,Above road,32.7738,-117.1282,"(32.773800000000001, -117.12820000000001)",Landslide,Rockfall,Small,Downpour,,0,0,East County Magazine,http://www.eastcountymagazine.org/rockslides
7229,7/19/15,,NA,United States,US,California,20292,Ramona,4.85697,Above road,33.0742,-116.9029,"(33.074199999999998, -116.9029)",Landslide,Landslide,Small,Downpour,,0,0,East County Magazine,http://www.eastcountymagazine.org/rockslides
7230,7/19/15,,NA,United States,US,California,1502,Julian,4.69959,Above road,33.098,-116.6468,"(33.097999999999999, -116.6468)",Landslide,Landslide,Small,Downpour,,0,0,East County Magazine,http://www.eastcountymagazine.org/rockslides
7231,7/19/15,,NA,United States,US,California,10109,San Diego Country Estates,7.62002,Above road,33.0681,-116.7469,"(33.068100000000001, -116.7469)",Landslide,Landslide,Small,Downpour,,0,0,East County Magazine,http://www.eastcountymagazine.org/rockslides
7232,7/19/15,,NA,United States,US,California,20292,Ramona,3.13754,Below road,33.05,-116.836,"(33.049999999999997, -116.836)",Landslide,Landslide,small,Downpour,,0,0,East County Magazine,http://www.eastcountymagazine.org/rockslides
7233,7/19/15,,NA,United States,US,California,1006,Niland,53.76298,Below road,33.712,-115.3871,"(33.712000000000003, -115.3871)",Landslide,Landslide,Medium,Downpour,,1,0,Weather.com,http://www.weather.com/news/news/california-southwest-severe-weather-impacts
7235,7/18/15,Night,NA,United States,US,Ohio,5338,Dayton,1.56996,Above road,39.1252,-84.4639,"(39.1252, -84.463899999999995)",Landslide,Mudslide,Small,Downpour,,0,0,Cincinatti,http://www.cincinnati.com/story/news/2015/07/19/mudslide-closes-columbia-parkway/30378243/
7237,7/10/15,,NA,United States,US,Missouri,12790,Fulton,16.39489,Other,38.8999,-92.1242,"(38.899900000000002, -92.124200000000002)",Landslide,Mudslide,Small,Continuous rain,,0,0,The Columbia Tribune,http://www.columbiatribune.com/news/local/heavy-rains-cause-mudslide-behind-millersburg-home/article_f915579a-f10a-538f-a4c5-ed6b1ddcd2d1.html
7240,7/18/15,15:20,NA,United States,US,California,51367,Yucaipa,10.37615,Above road,34.1036,-116.9702,"(34.1036, -116.97020000000001)",Landslide,Rockfall,Small,Downpour,,0,0,The Press Enterprise,http://www.pe.com/articles/bus-773764-fire-slide.html
7257,7/21/15,,NA,United States,US,West Virginia,1638,Montgomery,1.33142,Above road,38.1838,-81.3139,"(38.183799999999998, -81.313900000000004)",Landslide,Landslide,Small,Downpour,,0,0,WSAZ3,https://www.facebook.com/wsaz3/posts/10153091087654702
7290,7/27/15,17:00,NA,United States,US,Massachusetts,1318,Hatfield,3.49144,Above road,42.3902,-72.7216,"(42.3902, -72.721599999999995)",Landslide,Mudslide,Medium,Downpour,,0,0,WWLP 22News,http://wwlp.com/2015/07/27/route-9-in-goshen-closed-because-of-mudslide/
7291,7/27/15,,NA,United States,US,Massachusetts,1222,Chesterfield,6.53153,Above road,42.443,-72.801,"(42.442999999999998, -72.801000000000002)",Landslide,Mudslide,Small,Downpour,,0,0,Mass Live,http://www.masslive.com/news/index.ssf/2015/07/mudslide_closes_route_9_in_gos.html
7322,8/13/15,Night,NA,United States,US,Utah,1344,Woodland Hills,0.75074,Natural slope,40.0086,-111.6421,"(40.008600000000001, -111.6421)",Landslide,Mudslide,Small,Downpour,,0,0,Sun Herald,http://www.sunherald.com/2015/08/14/6366005_residents-clean-up-after-utah.html?rh=1
7340,8/15/15,,NA,United States,US,Colorado,416427,Colorado Springs,3.81487,Urban area,38.8113,-104.8545,"(38.811300000000003, -104.8545)",Landslide,Landslide,Small,Rain,,0,0,FOX21,http://fox21news.com/2015/08/17/wet-weekend-weather-makes-landslide-worse/
7343,10/1/15,21:30,NA,Guatemala,GT,Guatemala,67994,Santa Catarina Pinula,0.94245,Urban area,14.5755,-90.4959,"(14.5755, -90.495900000000006)",Landslide,Mudslide,Medium,Rain,,0,280,CNN,http://www.cnn.com/2015/10/04/americas/guatemala-landslide-dead-missing/
7344,10/2/15,,NA,United States,US,North Carolina,7848,Black Mountain,7.96582,Above road,35.6542,-82.2454,"(35.654200000000003, -82.245400000000004)",Landslide,Mudslide,Small,Rain,,0,0,NCDOT,
7345,10/19/15,,NA,Guatemala,GT,Guatemala,67994,Santa Catarina Pinula,3.96161,Above road,14.5572,-90.53,"(14.5572, -90.53)",Landslide,Mudslide,Small,Tropical cyclone,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/comunitario/lluvia-causa-estragos-en-las-principales-rutas-del-pais
7346,10/19/15,,NA,Guatemala,GT,Santa Rosa,3634,Santa María Ixhuatán,0.82332,Above road,14.1974,-90.2743,"(14.1974, -90.274299999999997)",Landslide,Landslide,Medium,Tropical cyclone,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/comunitario/lluvia-causa-estragos-en-las-principales-rutas-del-pais
7347,10/19/15,,NA,Guatemala,GT,Suchitepeque,2680,San Juan Bautista,3.47803,Above road,14.3855,-91.1789,"(14.3855, -91.178899999999999)",Landslide,Landslide,Medium,Rain,,0,0,Prensa Libre,http://www.prensalibre.com/guatemala/comunitario/lluvia-causa-estragos-en-las-principales-rutas-del-pais
